X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	target
37218.14700819364	51472.97931818409	52182.60687713161	70114.02862303477	35999.36740481391	55765.15139055571	74796.48034643386	61475.29417916546	62532.75488104631	63128.07680217792	70930.37117768248	38092.27099696307	27537.76128703937	54425.35228347743	18987.133970696894	70212.53726541265	58301.176368568806	44337.77646688116	47776.88589137519	-3310002.2289562686
50645.97244252892	52202.01596655248	38452.38328101161	58852.64404704583	28378.103286295333	41362.61590312833	45243.83626467463	32343.28530835589	72365.80023382888	35472.828866923825	41453.47460466076	65740.37008381337	56232.45301782053	40977.64395785753	58348.27224503706	55475.95329981973	72536.04356706717	55860.37890433084	51354.339958385935	-3247981.1027194173
64661.84556507462	29501.68011236778	30429.042828397432	49615.91363137451	40478.40831680936	37709.81245455274	46166.05564508554	35635.59738246024	35682.706219746775	64772.03977788196	30219.547233742476	31020.499263472524	38212.30098086338	63436.006070285024	46175.67622595109	43660.42739114518	43246.81109223175	26277.42817740302	61266.26875431439	-2856992.491073373
43120.68067153841	56329.98042123234	34634.60974637549	43162.132189198346	59443.012776682925	49970.611246885404	68268.37630432541	56912.04868329309	35954.19583494945	47996.54516647212	50962.64539286916	71704.27350045492	40422.32186799679	33357.0587736528	54999.64181131698	39102.264728724665	26230.548732938	50560.20807453618	68718.94018676442	-2963749.7907069973
59046.36430517117	76794.44744269323	39709.81315171321	53296.450622929326	40690.2591731983	60902.17562803565	66045.85875708499	81400.29726879513	57318.87396074727	65065.59999136671	43289.41430753147	60660.932605925	41744.58952258188	55916.7126765808	51317.02444011682	45418.99443391823	43484.66837354459	45136.72109668308	47637.226371173165	-3538107.5760659142
57398.83517675553	46927.369883060506	52888.23728697213	21142.737143567072	60294.07313885279	64480.45109187212	25842.561387990954	56764.79214578252	70119.27102164984	78645.27031050576	42779.00739811375	63966.1793990552	67300.17739937946	59401.42573989817	66689.1558232286	50375.40188265302	47725.34805771265	41747.00467974398	50990.27503418871	-3767009.1907433225
54865.34134997024	52666.39948375803	57928.30299355731	16013.306090364216	55575.9866584478	34132.82262381975	70011.79435856712	50455.65263209177	50616.39286913831	33400.76779600916	66532.23449987535	61851.79684828144	54974.254495352594	44579.90373350796	38192.883717280194	54439.30619772872	33791.32097730549	56286.34060855353	19875.58774801822	-3148555.6439550114
28471.338566380567	51914.29157585596	34486.85096673521	65387.59811746266	56114.14736068143	56907.33217473904	48793.51769064345	54693.64638911035	36921.99012175151	38043.646154809176	50881.94558741081	61062.91274927839	19631.288957576024	48411.21670010364	74399.63222169255	58443.1745856931	62357.08375659992	41575.86713748679	46418.79010782072	-2842766.6184243485
43646.642520345216	70695.52574373975	52869.39052119424	27870.282498424804	55837.49947609989	66993.11913575785	63976.143462036125	67896.8614364631	28039.409374445346	56566.72132399852	45204.3835116698	61403.49446952444	35118.35871120481	43926.38773865681	48858.94706244096	36499.80911783859	45999.11321464528	22239.140692965822	71880.92240762479	-2899373.807170823
42731.85614544545	52855.57610115041	25358.973448907276	73045.10504604808	66915.32553090595	38995.55691973386	35734.36021117066	39594.11664565086	58874.56879761914	40427.75396472686	46750.11958044805	29732.62409233885	54752.80505269096	61566.16211083868	46346.662561806406	53968.76944725175	52862.589346370085	52595.21109021921	65726.18456544988	-3434285.2731712176
45997.36447921898	53991.28195225513	64130.86553839879	62249.49502164103	39037.43810445382	44348.39246576814	58449.904214140486	44889.73402195674	57561.71027205984	35631.49915415228	54729.65129246211	67393.90402902919	47871.12660378394	56647.52205659702	60588.13649308547	43981.15612279812	50639.5915145542	49880.87754653539	39402.16619302038	-3617010.587569547
44963.98693412897	52381.39857265595	54595.48005948525	51480.30058091488	59292.543454017454	67970.12432478464	56518.428016905	44351.77448683147	63285.49914108957	35373.436983012	33749.82938393091	57813.17920989436	54401.606547668605	39307.09770511447	43602.55298255756	41444.08885043111	36450.91429534947	63287.01722758901	64567.3977256494	-3514373.179682105
73397.16026606712	37756.11178718166	48978.24441526055	58150.23278926432	44277.97669178031	16951.68818199002	23835.70870702417	25237.85562188549	73040.15974701052	63503.94102280391	62456.69776429145	66757.75726520632	38982.69448504108	82610.78516171331	53544.86856531663	49797.27200869842	56884.32712127962	59484.67013282103	74363.88028647317	-4185674.339767219
50057.32525363302	40512.20147909976	38073.30652721132	66141.14338088047	81711.7738081184	71505.65400305143	32643.829062941328	34975.879095058575	32464.570817973028	56688.940300380025	6762.782776971504	45001.69259452902	66979.75084587706	66493.0969714307	41854.65473970091	44149.51032848944	49938.380353675886	63172.395188997965	45246.22581922796	-3790434.243993468
40879.905745551696	50930.59526789399	68634.25497798083	64064.16318422822	58203.532598670914	44744.4752034799	50678.47583539407	62798.77023469129	49614.23591434228	46849.71193725604	69640.48006989664	55676.00570360002	38957.48582113464	60348.0128753409	62344.7925175887	35154.05089808105	40113.832022253926	46906.64662521229	60605.13076849775	-3768866.049218768
36559.936800584845	47681.87042466553	50963.085400249176	40547.43334790932	39267.82038205145	52567.17621105535	25726.71094209936	61572.62621949823	59969.64416978759	46971.3143661239	42926.98598104392	39473.88805496549	41712.0766026562	52051.56044349389	44493.24369200802	73627.35002163137	20295.67065310772	37805.45429306536	64955.77012240764	-2835857.218712694
61909.98061332314	61796.75727464403	42140.07645171601	42380.22191981679	69163.4711360572	52229.37031984111	68235.12046525681	23188.593569483237	51619.88177207887	32373.233003515048	50242.62898038575	63050.18935267152	71668.69832042178	43052.55176084682	41624.74096860128	49440.77908843286	30207.615877313245	63768.15543779541	52463.24715385045	-3638833.8847929216
40485.19421903203	34547.952148130404	44711.461596836285	29946.736716984364	50222.57352828232	44964.168179517146	15502.76450223948	58699.56289088872	47442.0856166822	71568.58403748827	54012.95548186231	63352.078349103474	63914.50922969829	52895.08256530377	48890.026198561725	26290.90297215081	58542.057057182006	48296.39188651462	37880.34868008361	-3545321.136271472
69895.94828773323	62635.02984097419	60522.69793073946	29250.11117142108	38184.32051078986	8706.400649634143	40367.59627732637	63881.79354128297	57837.53040303152	51633.446134112	50297.12805199977	43614.97747100044	50000.78304128329	63850.02569209489	26534.70389256248	55630.43941408115	54611.9225717852	44588.93235908218	64476.92284165645	-3259657.046572808
38995.31016738581	60892.07733212872	35525.80827367944	50806.71771867044	54673.27448904167	39706.949235027314	84757.2356797062	59955.79604885417	20066.26614802588	57428.53920697811	40305.96765401775	64970.74573477362	35917.60120764172	53102.32735239079	55891.3331716028	64497.30488547933	27318.3950740168	45698.1176697584	46153.21036263974	-2679139.76197314
32743.536681305275	52235.26749880815	56484.425540330136	62564.17422986304	48390.93784274348	35863.75289419482	30719.75217712979	52828.397942365205	81764.71556562661	46431.8840462256	49524.06182917154	55046.8509297012	41137.98449694113	71873.05789826013	65640.56759653827	63753.50589203124	54971.51997276611	40871.40686564472	35664.48891510096	-3545334.444805345
76873.17843427339	65134.566957090974	9553.319363298227	40485.5803119178	29079.06862464432	35468.294732107686	5359.795021941305	50579.29754781733	33189.17735823992	55630.93662950677	25255.083475187075	54308.62858508591	41249.979574426616	72833.6464393949	68437.08317754915	63237.8603109972	38499.30709687022	77623.7858760177	29350.01291625566	-3390895.079484628
60494.88045759579	55948.705308183045	39094.29220211792	34375.51361905781	48459.64937426688	25078.09590222532	54436.21747318342	63745.183235723656	85325.87701892726	39108.43855001375	64766.308452319136	43361.06262829429	31173.65441580152	40724.71927423472	50849.45069395801	36358.20320850886	34913.05147201187	44240.74534207366	42022.54778737958	-3174497.063845905
52092.708953764064	78794.01618607955	59479.76370159007	33052.57064728111	44477.98640077955	41865.45441733444	58382.952164069815	71356.53397392538	43211.75404374696	76638.00079212272	83516.48163572334	48311.70192135146	41804.55812563354	50101.38329382013	49766.39194948012	45326.987265061376	53994.35065894113	28986.79172298985	45223.08317680074	-3478591.708181368
47141.01058611158	72626.82819503041	57560.55649659525	44414.492031704285	51583.5912053464	48136.49670493849	39817.835904125765	63669.07564189825	61187.82666343823	61232.81522216959	54435.46351541407	39052.186531719744	54229.274070060696	56078.32472130621	76616.34834102342	30680.454191429137	33422.79302012319	28466.41425617872	50157.67229515324	-3635512.995778549
