X1	X2	X3	X4	X5	X6	target
355.86554817368295	850.7354371952739	251.7685914279839	73.75816314072794	76.0744853991367	17.818519806205135	248143.0643724306
225.53437892568053	871.7350521478292	1239.0996287641844	82.02827468332418	23.67264428988085	23.917537453960293	306357.11223110027
879.0590885290886	889.6418335189486	1414.896137583526	34.22718098048221	77.08731590749056	9.407131743687259	426264.77987904527
465.21005176887184	387.6705405335375	-229.4716567412343	22.207389461860714	20.98262110728031	81.526591149404	168353.4938006046
66.12072296415202	76.89097981581212	659.055703335004	15.931000454985323	6.830040352693678	53.493413670167435	164223.2160530793
799.8203034237075	589.76893902559	670.9409495651614	69.74174732875443	79.69765709215577	39.68227983874504	326203.7001975957
337.110326243055	397.27786229762256	-70.17703423047976	63.81000482828421	96.04611210891825	57.44199705256957	184131.13706862016
571.9647927220865	834.826945666513	-28.434028751047208	69.5529256684021	16.53670173244607	46.04078585847549	239044.57212977507
845.5228002037156	699.1118969363256	319.9400399175972	48.77851826226335	61.381606590761116	46.77871127874008	304653.279047406
904.8524306485375	188.87909317131724	1544.9463327143926	91.12143140022266	41.095207355365496	76.80074218887071	392822.6676930596
422.654275496705	730.5164267781964	529.6433854169111	78.46569056731458	69.32844976425227	74.5926820681184	273175.7326195926
334.1522405756128	256.55360156221445	1051.371491834991	54.74612697643997	77.91601404607412	4.199143191454868	260923.9776486251
323.6757842303714	866.4556309585497	66.58812410979954	64.17894922856073	49.315306766658786	81.4821495228451	217790.23252496097
426.91421838735306	997.953604430491	350.32822946696166	82.11359956205946	5.117790575025294	33.71977508527513	261170.92402543768
441.40481681461614	940.4121500500962	-173.99022387318132	77.431110323758	36.243034895509	76.54428654368509	216352.4011088674
195.9754482717113	774.2659546924816	96.29877029844681	43.69177513445669	66.5477577222037	15.573163663758383	195744.10130470438
690.6092973001785	375.6263840642656	952.8502972517355	80.67978826526824	19.919523372783352	55.82903282586194	310504.09265011974
93.77512872115189	132.26018788842222	522.5920547280889	48.6078651589115	84.42864208630088	14.908807144379521	167574.1584451351
63.281797156307285	363.47760852245966	977.210478860726	96.41775949233995	56.31614455496842	0.7328121254804643	224458.69758650326
447.20132920152895	532.5710206417741	529.2688064618945	45.439127475976605	18.11353598983064	98.20274120561832	251331.0997030649
883.6644865435511	112.58009112410744	104.47629093436734	47.42714989277979	92.90049453730386	74.05530031734158	257891.21424239033
46.71719747861095	115.07195304828424	53.82688698799942	94.67432046023148	7.202990532817088	59.06753104461819	113797.24742981806
784.4239660077959	393.23511935629824	-59.261733676470726	86.4032545958421	37.08693589167807	32.06717772441303	236220.65438436414
720.1518883670204	482.59975036177406	39.910272634568855	97.70701815888137	57.71019706415461	14.600538027880539	250743.23852736337
418.43841446165106	614.4428731224114	225.34101640763822	55.78991013788793	60.7351475427858	46.214352334785694	229616.4013104515
848.9538002701473	254.5167092503715	51.25603530586375	29.230590220117712	41.66535996364497	61.228557892786725	246419.91204547172
694.2791757862185	643.3707675482855	436.24353806454167	97.8252213183724	27.035923554257046	75.73944998285022	292629.14898133546
618.8844277139798	670.6004349079883	532.1709391496448	12.796207240205348	25.977777902471967	27.967114536849458	283147.61374473013
837.4992752699484	203.51095452586395	1080.7951624943876	26.586236468168856	99.66696089720367	43.365224690922375	339313.47663998045
628.6168456306672	908.9854988791336	675.3713313463676	80.35914874497382	38.10442451812142	69.23239745010773	322498.38504787616
390.9244885783336	762.8883819922471	745.2121956865676	24.634486426985703	46.701430985760894	3.2752176532357957	276495.2736882784
700.6166400319977	330.36974383882483	668.4178289145955	38.25118269866922	81.00040757539075	0.9354789204256586	290934.740082542
84.9889382486532	990.5564697930337	1096.3317312007293	37.385012616254144	54.86557636357664	27.916383710218817	290186.83259601344
331.8399316610201	248.12252177654187	764.7895385211948	19.75502946651242	58.192608425579685	29.787140907635255	237589.5130730682
262.0390854248703	845.0871474325247	849.7671134583098	39.7378749176328	91.95427100172118	56.29728584395627	282482.68851274054
35.98204212231037	286.6310260997844	-423.9437660032739	53.529966695301056	96.48232996893881	83.6683801650467	91806.78287535356
333.575054874789	626.5002326110108	372.9663492847046	91.72495516453347	68.8234007286482	61.688135976744896	239009.1334960559
202.397779424566	775.9598087719397	179.97778873075907	87.72778068079596	77.97343899517938	85.95148077019076	211997.7552661353
242.8941327226176	228.7065296982717	264.04345331489156	35.399556940698304	49.92014144561519	84.5048586613781	173754.9767714082
143.70269444190166	102.94922317897115	1199.1901083556454	64.07623987888333	69.70672722235737	33.90714298501034	237658.98706064734
555.3839318007595	723.5625591071505	-169.9942106400547	28.571417883450433	0.25578523676552667	7.8211876582978785	209938.23793678655
682.9052996710428	922.5427331427406	869.8516347459785	5.4570550053193	34.18953186687992	91.80835954518356	344200.9300127442
758.9051473842065	449.15316299601983	779.5424123619948	23.852797528679215	91.70365619575051	34.68880327586794	320003.8607482649
700.850936206388	703.4224168076144	56.91139409374034	71.29875324463042	50.74238913109669	48.80899973497284	266307.4086080616
194.71931364968464	938.3166980442985	-31.353292692868195	33.511019282833324	67.15229841762343	61.18450609240544	197146.50203140147
685.817977237458	413.49945951781893	1094.496201599919	59.953741104030115	51.96216343307234	77.73236830635568	332801.4019412888
340.38166899416854	661.5079122880773	670.8417116545614	39.54255064387836	80.206933245506	91.08044943040237	265809.4345251785
131.78642012354635	56.09815992821153	362.39358079208716	41.796988096269935	98.52122521464877	82.49728508613035	165120.97417345564
726.4253089374849	42.484427415635366	674.5062414774028	39.84215243652477	64.68731844459396	19.292072625892377	264888.08052930597
344.19195249316385	233.86075147682996	1220.1646796743062	53.19331521089473	6.060863952195539	68.31712629262854	272302.7668053618
745.5393512178197	298.7527744569022	119.40743037013948	98.64744063027551	46.66739338878919	21.863278777713766	245947.08484178205
589.5763091496837	470.28379797168486	40.12445765643213	76.96456693716353	78.3100484332556	35.13859717826876	227925.843362897
198.87138176507733	273.0270715940207	-268.1915108677342	18.462219908067823	32.125541600414856	74.72984822156299	116851.43738361912
742.8664213572905	542.3274094388764	736.6247715042622	92.95009032476666	44.95464652664614	69.79913662670317	323905.47550843324
939.8926902076865	57.93893662153447	372.5592849739851	44.87140529357938	4.6219524965560925	24.232255251362677	262944.82064097584
300.9575208106129	968.6879927220544	632.6309858108982	15.288798245477164	75.82554435973934	14.854367930308987	272485.12992106815
787.58850491024	857.13394627682	1186.0460322200738	29.58226360691727	5.727426679115688	96.70443328809968	386037.6331588756
845.3357213984489	970.286651081578	738.180267120563	1.9029756594396874	59.09312536500241	51.79918353298887	364401.5521574868
484.6546623976161	922.6210322410237	283.16217948746817	22.471546727884174	48.744178578760526	61.72500936750199	265452.8813763008
170.0162012526652	867.5595372892303	721.2336489460391	89.30803250696529	7.4548133242472	4.219782282403395	244802.83939835752
