X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	target
57569727911.379196	45290602441.16867	66253861349.69292	205353087831.76636	138758237164.68848	205329116832.8902	143844888359.90524	152769580695.89435	146352098676.80685	162960120190.1948	35968078842787.164
92845495698.51738	10351248075.603199	37709615556.9399	178084225076.84018	137977455099.513	155010472312.42026	103174776986.25938	117903382012.64388	115682788595.92136	139657407346.76282	29831736684082.438
41026930690.75612	87657579181.1529	19746266540.38584	153692189982.94104	127976742083.105	176491319207.86023	155805973463.19937	146077878926.15912	100380118711.03505	136829436527.24553	33438429383174.566
51527165256.25735	98700807847.23033	30922690096.40655	192198473041.77637	154995958904.4535	216126454649.56708	185042644852.60025	176218253914.69385	127464835385.73943	168061931652.6019	40482062098291.47
70984190494.80005	4973799428.375608	55112832086.22722	171618269210.1772	117039474971.95787	152074537087.86493	93011609934.31013	109553520345.21574	119554711542.62129	130373219725.52516	27182709714292.527
34452241151.73125	99819299051.35405	82716029319.80727	246840847571.7346	162978004387.8673	274579369967.91937	210123628904.27545	208453735424.1224	180951266425.7906	203429554743.12308	47042033510034.63
94775475707.32437	95461218984.79861	99056107474.09605	341347098188.2286	239597771418.51065	349908538418.97174	257160942202.0648	265844411250.1109	239893961405.96423	276436604991.4912	62226857303155.67
17128694371.763784	27817719447.6111	5291216372.805252	52446782254.03946	44963960925.939445	58552083407.948166	51607916690.03317	48793592630.87836	33432889388.750454	46574963608.31338	11313215164886.607
26802300489.62168	18090099756.653152	14753820511.373419	69818677672.29527	53755232199.67976	69063129638.54266	52077355474.563354	53967769012.63391	46466569651.94561	57260478339.17748	12931820470796.33
33491973303.22413	47309850233.61744	68491115268.45829	180520808054.37604	113016411981.05711	188018629242.6664	131418497484.23076	137716334479.78525	133882508680.22197	142777199497.64053	31663345313920.652
33137847673.865997	62646093555.95828	10205047368.03433	108916646133.28961	93920038295.54132	124244414013.70978	111309251532.63396	104075138038.97668	69468258048.88518	97730704502.92352	23970219148130.535
46035753685.357315	36563882921.550575	29979719346.137417	131284191461.05211	99098986952.7941	132044047451.52322	99763825569.31308	102728392606.92981	88588239426.94505	107728695229.29956	24406424497883.66
99726272087.1711	4023655836.8240976	10032997017.258373	141245240302.17606	126546552721.98015	114485565506.92172	80771489628.88693	92590720641.79851	82444508194.09903	113538040852.2818	24484499396480.367
4634090297.658211	19371885671.75973	76739275807.07848	133022021531.90013	61210988250.36348	137292310055.5616	80826306969.44868	91102142800.70647	109269675013.9151	97799508114.40848	20393907363741.688
9763386203.74369	90907240379.5228	54015330507.485275	167284260644.33405	111590886106.21342	199226138801.8669	161915807539.26584	154243623606.16882	123576456354.14189	142372695407.1075	34048940154450.902
27953181579.06214	45972506577.05963	80906150042.4557	190467375870.44385	111954275956.60568	198646511256.07657	134345705634.49484	142525660964.125	144843302506.86728	148411886209.52515	32542751595942.56
43723874705.35762	64448274818.8835	94526196031.7158	245332494541.20795	152352191740.07825	256047653416.6286	178552844527.04025	187143667150.21634	182614354792.59903	193809532911.4272	42958102972136.9
70962083137.59381	20082449030.858517	69151273787.76392	204696837164.78964	136307848329.24208	190783947093.3428	122246810418.8024	138237409662.63696	145275950612.42398	157420496218.44	33461907535418.566
75944174906.98868	54845475952.77146	87807929641.25708	267323530723.04092	179404383769.81332	265329352012.81494	183657854095.67148	196493870157.79422	190891686065.15994	211128056659.52667	46366984798356.734
97962567440.64737	46975887725.74395	81932327396.041	279386111325.8251	196184695815.49524	268222008405.3455	184567782328.63876	200339880910.23233	194234342368.083	220551285631.80014	48139300935215.67
28614595555.13108	94964083138.74977	36568414660.69141	168843010275.13492	127902282477.42097	197577888617.12363	168257695095.40308	158703952138.15454	116883038925.45738	147447813155.1747	35725157750112.56
67221110456.24316	65847444944.10392	45139113785.67305	204246303310.18716	155225429626.2027	210277847783.0157	162814833515.5075	164869900834.253	137863237145.5377	169463506304.84888	38848995165173.266
5278773788.240764	83944746272.4365	17792785210.12567	103506244453.75266	81694457238.59692	134947913033.27615	125020496496.80513	111807394187.7882	71630774633.88792	95795952811.0328	24441336426766.38
64197076183.6623	86059007120.95694	91781356320.95885	285037977952.4203	192153054978.47098	298669131493.5456	218897365287.67044	224858390850.80383	204922202434.13626	230362410776.83173	51976260936873.16
34417332496.9322	38772345404.8811	97320546437.86652	216057185361.60962	122601109389.57741	219091897342.00873	140642976161.51578	153907869826.0309	165732326321.6082	164985357814.30698	35405715141389.07
92728008602.1271	7249885872.120853	63147950648.89806	212048615321.8553	148816350415.4624	187064370067.61414	116437776234.06424	136316953275.12527	145574700716.75143	162159450893.6913	33980436376570.113
92799297630.5095	93258365757.63972	51759596906.28166	268717624807.8853	210575665773.77493	278276144785.1776	220620732313.9417	221099412058.1176	178469141119.5021	225486552984.18948	52152219006983.734
19496606223.16372	62346751010.35116	91818836521.46237	209674350153.63666	120582337351.29065	226450415782.12943	157283381773.6635	163181820393.91245	161634872347.6252	164983515948.8761	36691811394214.74
43540379897.27283	73174724758.19865	24999175341.941517	152090552311.48035	122326929424.84312	168268999494.365	142280647477.0505	136688776017.81601	100708809901.79222	132018277870.34502	31568915335195.8
94008607883.77267	43427819942.76403	36478395600.90743	205829793467.2008	164734024728.2668	195632747674.43277	146173926635.49457	154126598033.75992	133024101196.00114	168283379294.87073	37673524191127.836
93581039063.93103	95535882984.56534	95931555879.67532	335420173475.9683	236593989603.19366	344434738699.17004	254300801628.71503	262282077615.46387	235233621996.3468	272194123456.06653	61383010541605.56
35060038072.858055	87583372122.34691	5960595964.056872	126337597331.1646	113580978926.94359	151171490204.50702	142181685173.51978	129361250459.7144	79124270080.8325	117062021175.34718	29468882962683.04
33598297193.023304	84100931045.55605	76479542542.92662	223430228881.95563	146307957744.28708	245324465094.2929	184822003171.0434	185122781704.89465	164013872635.24173	182736908726.43423	41934139974369.92
77622119182.49782	45921146439.81759	88344682140.38065	262596338115.5809	174651631326.54892	256561353195.3563	173567810519.4527	188485067221.75702	187820727954.7586	205606616423.02966	44722006495088.43
94584328248.80107	2362704640.204598	55053419406.87453	198502982465.6859	142898802191.3269	171275623525.83557	105826850342.62408	125451666164.59846	134087347964.82452	151730450879.43896	31664145220066.164
44993853867.80543	85092804676.0341	61968545547.70234	217406309263.09653	152927742916.07202	236890847048.5891	184046860733.49557	182798304047.54733	154234148297.67484	180594042636.9438	41836915639452.33
52518830373.30327	39563233228.882774	52333295128.36158	174136391723.7187	120927353908.55447	173642114103.49313	123403382018.54488	130453438282.81636	122459933469.79413	139075214079.51328	30833070544358.95
52685283542.59598	33759949724.724583	54702134801.64348	172836208402.21417	117807255569.81194	169918398224.5204	117585163070.03134	126248282380.17256	122349111937.64586	136566486023.15512	29952833841988.793
97817836748.49594	84774569218.01733	46028147471.42632	259442216021.94986	206818810859.91547	264369280784.57394	209122154680.84595	210838390886.09445	170105590510.0225	217462699479.20956	50125538681525.85
76365871532.91068	95468904390.16574	37771961114.026505	230066749369.74884	185477655246.1181	245522668820.0866	202623085129.88327	198373807255.96423	151099942400.49707	196997267545.18204	46417768206331.55
41019339828.10846	77836867288.82547	95389271356.6805	254602576826.93686	160140775274.4131	271386135644.49298	194701140436.67474	200446791348.16736	189171160475.176	203565004181.5034	45707299718173.4
40963692104.778755	71553461339.02783	91861766984.9573	244103369120.05896	153269580495.45102	258499044162.45764	184076856730.0498	190456856194.6138	181306786639.86386	194550594039.1774	43527706004571.805
36112411834.42074	88853339922.92738	97607357088.48802	261091832688.2378	164169540179.30087	283581724194.9019	207171784626.48755	210553727149.5033	194621549882.31488	210401617369.60153	47679631515524.03
92010545399.38977	78011355107.48225	81424511484.5043	297643765219.30853	213291486459.90237	300527091508.39813	220505085990.9773	229269049554.47714	206526186642.92667	240987543186.09653	54096800326087.72
78003402200.94781	25277765864.936203	77035212971.15416	229204141721.2364	152892664458.35773	215157407614.75925	139242601671.04364	156355155178.93112	162714746397.05014	176835187494.81857	37737343644842.04
88785911931.35393	17777204179.955513	47848287961.892395	194013194018.03156	144362168646.30014	174756879276.3883	116968326894.059	131563362444.41414	129605917758.47794	152111022021.36533	32666081472479.676
69887023020.85304	95368387020.11244	96343347163.539	306569017636.54816	208622835382.87033	322177490537.68774	238046145386.12894	243558541606.83914	219556743114.02206	248683703682.7658	56291688822989.37
70844763405.65059	68341123722.43313	29940997817.054863	188893148319.41336	153461702692.28574	195320618241.11496	158171901749.05304	157406655567.98404	122768913952.80782	160140937307.01877	37291525130608.86
2824986760.373452	15647519138.623098	38437327037.51343	72298979775.48317	35933974165.50922	76662895593.95743	48566428897.75644	52567163956.766365	58323544191.22287	54646630323.779396	11730799172703.658
79671553275.10222	19114364958.07208	81003756743.5468	231766024545.7831	152111205092.72827	214684935623.1121	135082929248.63167	154329873910.66074	165418724596.59808	177112586785.54874	37405738217227.77
86141658538.045	36604037574.721245	33163774041.64065	185518560516.63293	148300368153.57498	174912149639.79593	129612309799.92233	137497180621.07843	119822231443.25496	151174203061.0983	33715523799089.633
