X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	sparse_feat	tiny_noise	int_feat	target
6.39456519008314e-06	18086.92567236676	3054801277.87494	137.84331300289372	6.169428660527246e-07	32260.5425368229	99791910.29982176	3.825966718304503	5.163340841505799e-06	104337.32851172674	34303058.14040322	24.167463342072438	0.0001382028976425	4091.89795610862	181289872.4650522	98.94458452347486	1.3463857052450392e-05	5338.8982415792025	359785004.2449245	161.39198259625778	0.0001259789759155	714929.1088841651	640388517.5058498	816.3821199801893	0.0001064912885775	23050.91091402651	62664808.42618945	702.8190986634781	0.0001190091274941	0.0	-7.716934206144334e-11	3.0	13408.590499327316
0.0002949307843803	67250.51792485555	14453064.14708104	55.90911577229433	0.0003273201945695	167736.9192506445	28896820.0653817	2.543145696406581	5.47879975479591e-05	111907.91389086736	6247671.396874123	14.099794400272192	0.0002027223222782	11769.040551189168	487325834.0449005	12.71200063400373	7.748177997808314e-05	162030.68191104807	13656390.939107228	2846.440634668046	1.7551967084585317e-05	81140.16260333337	70392236.46334976	15.032033410323915	5.49378148064788e-05	44135.88998647042	146392593.6166107	1389.8329275406363	0.0026214427729052	0.0	-1.7163743508829747e-11	5.0	10214.171844957456
8.468986129849502e-05	897.3427279921955	119548484.75075184	1372.2420835299831	0.0005843967796991	245042.9641001013	80982210.92978296	2191.18898065743	0.000100825524931	281627.4426549908	142065256.53688672	610.6126195885339	0.002836212256927	10080.064383184848	229700887.882556	1954.1817652540703	0.0001137489323826	1057.2068065351964	10786106062.200245	58.00162754803483	0.0002038760277229	149819.0520002401	43948223.06738409	19.77194816007918	0.0002465277574792	411.17437317898407	83445009.51847097	242.27594100039812	8.649583014413414e-05	0.0	-1.0884366086760759e-10	10.0	17604.09934671025
5.203866075363661e-06	1190.9416782933222	50445082.71388626	60.75014906539719	8.429532817096698e-05	1332.9280758440052	3954741.682226636	191.1630566587773	0.0001913179733234	51423.04356824534	757539768.3647836	325.28969139884214	0.0001866686781967	85577.89639140047	2560910103.441983	38.34589737577903	0.0006926475908349	4259.115598510347	229997588.1491129	1260.267653717735	8.585540420893482e-05	2210.5938291692614	59238757.902724914	22.06303474017919	1.7315021416128256e-05	165763.43856038255	430411475.0200686	35.19459678072862	2.072243394946732e-05	0.0	-1.5642022512104106e-10	7.0	12132.070391730784
8.337141163797224e-05	3985.665197605984	2437048001.675236	895.2061134895997	0.0001849151510074	115186.3480786413	5730808.209216425	12.718815632163473	0.0003834117683002	64617.67748426196	259515152.62286863	3.4370400480736825	1.773129134488117e-05	34144.4017029361	19014261435.99884	1695.6566181116789	0.003479377219855	29278.859926148056	288582775.49199617	18.784443717923867	0.0009958972664232	12820.577559540425	593160340.367507	157.80699027666935	0.0002593651331778	12452.96409393952	232583522.1672286	1096.8010823692302	1.1793410483190364e-05	0.0	5.1143038956583054e-11	5.0	18761.352546686143
0.0001004304350608	372510.0479631224	73323997.8605732	1460.3943681405567	0.0004403968154768	76755.80954984332	352420459.65182203	368.21383450955614	1.5163184272915994e-06	9240.4418531734	39360526.20562532	1884.2924533131768	2.001837808045031e-05	8472.74106259959	736369068.8411062	270.94904696285096	0.0002073928827177	136429.5479776456	249676553.43767604	49.90551043361012	1.1105731066418915e-05	39284.04261516459	31810342.618566453	91.62668698315728	0.0012826895763013	9534.03118188237	61040164.19135957	84.84028026837927	8.954569570410677e-05	0.0	-5.9879643575156e-11	9.0	10952.690599749796
0.0002220682231762	194612.93018011228	78842083.87388429	83.04589962958535	3.283314052143167e-06	122700.07888497924	127249342.50235587	52428.803916307246	6.595248882267104e-05	17717.824483696277	442752050.1824791	16.382276578480283	0.0003040205895082	15906.65811776966	80852266.63105838	1548.7569454510192	2.434928691217125e-05	25718.72004521069	2722561877.582377	36.116740661599216	8.195973045405906e-05	1616508.788585425	383286261.9790855	53.92558532882915	0.0007389642326808	4764.667732495203	6489387.50895906	2309.3650382871065	1.6344336922327682e-05	0.0	-9.372850647560463e-11	6.0	12923.632732916
0.0029259979465814	14865.792881072151	58924884.55272328	47.541746583941126	0.0036291492051887	3990.9298301555536	961734000.3007416	155.024694895701	0.0006183931547055	2876.632455942609	76261087.05798636	141.40596821416048	4.198308355542507e-05	180523.91205450927	32181242.143129174	46.80245771299247	0.0022471096002565	152515.9804810369	3554456846.0788407	3.265633174652678	0.0002217266901764	17778.28122260492	48256678.42249653	283.984250237814	7.803180806732148e-05	20519.98817040964	133753137766.544	279.8521780585109	0.0003043758225346	0.0	-1.1363883973380605e-10	10.0	65734.98480976818
0.000117934375161	4665.442802559671	172964469.49113676	425.81044777365815	0.0005135122694972	4771.2971750521965	40915175.26047031	109.59404744224427	0.0013231691751954	5307.862737217489	37772491.27372187	16.42241939906064	0.0004096062647319	8287.98983284944	19866648.877238456	30.15289885748703	0.0005657529256307	19794.537032050637	38920264.72326382	468.09898944141753	0.0011760920953872	55132.80550856739	224415784.32552105	4249.612621365213	0.0020978218559658	16819.56546167756	1117151474.6927087	545.9156039941445	5.103941982650184e-05	0.0	7.783847790556897e-11	10.0	10788.887793463047
0.0002705889271764	152573.9209847382	39086669.76262967	7084.782319368593	2.3771661902838776e-05	55354.76020917783	38347051.4671364	58.44894248518245	0.0007691284875449	9766.696126692872	7111579.391930681	30.04477379210548	0.0006285323039697	32863.88722024235	633420069.5575492	44.46267740771901	1.7815766642794798e-05	2885.8102837017304	33092265.897199303	135.14271233294085	1.3902305495624942e-05	124991.80688975636	416334625.5348781	26.330673877552623	9.976576510787264e-05	2519.308872108744	110098612.88563982	27.948176649651483	0.0107716319419348	0.0	2.2014210280774568e-10	7.0	10592.770964470112
