index,input,MPFR,Posit64,Double,winner
0,0.620315,0.714385091521767427,0.714385091521767426,0.714385091521767435,Posit
1,0.894188,1.245225169478187724,1.245225169478187723,1.245225169478187732,Posit
2,0.326648,0.338783966744726869,0.338783966744726868,0.338783966744726883,Posit
3,0.116205,0.116731132782677799,0.116731132782677799,0.116731132782677799,EQUAL
4,0.597053,0.679818772237042985,0.679818772237042984,0.679818772237043012,Posit
5,0.505337,0.553253048498238332,0.553253048498238332,0.553253048498238309,Posit
6,0.595799,0.677987628211824853,0.677987628211824852,0.677987628211824900,Posit
7,0.662128,0.779519602814557594,0.779519602814557593,0.779519602814557566,Posit
8,0.92048,1.314571779302200024,1.314571779302200024,1.314571779302200039,Posit
9,0.792934,1.015186312197567645,1.015186312197567644,1.015186312197567720,Posit
10,0.910963,1.288928683775599916,1.288928683775599916,1.288928683775599993,Posit
11,0.159677,0.161047889019819313,0.161047889019819312,0.161047889019819312,EQUAL
12,0.783974,0.997155659905170403,0.997155659905170402,0.997155659905170411,Posit
13,0.100949,0.101293752586656968,0.101293752586656968,0.101293752586656974,Posit
14,0.650336,0.760735295721669082,0.760735295721669081,0.760735295721669091,Posit
15,0.660088,0.776245182953630738,0.776245182953630737,0.776245182953630763,Posit
16,0.312925,0.323556178133527472,0.323556178133527471,0.323556178133527494,Posit
17,0.186355,0.188542319944985787,0.188542319944985786,0.188542319944985798,Posit
18,0.881999,1.214599738456379150,1.214599738456379151,1.214599738456379141,Posit
19,0.473269,0.512085780989306606,0.512085780989306606,0.512085780989306572,Posit
20,0.998646,1.552778071221513488,1.552778071221513489,1.552778071221513567,Posit
21,0.849263,1.136643076663639334,1.136643076663639334,1.136643076663639285,Posit
22,0.216515,0.219962749947396664,0.219962749947396663,0.219962749947396674,Posit
23,0.990657,1.525861215893293968,1.525861215893293969,1.525861215893294043,Posit
24,0.44947,0.482401011643632585,0.482401011643632584,0.482401011643632582,Posit
25,0.979918,1.490694223287489650,1.490694223287489650,1.490694223287489573,Posit
26,0.524974,0.579185693714800231,0.579185693714800229,0.579185693714800220,Posit
27,0.723797,0.883807785809828836,0.883807785809828836,0.883807785809828883,Posit
28,0.916562,1.303939179958403005,1.303939179958403004,1.303939179958403027,Posit
29,0.844185,1.125069801967031860,1.125069801967031860,1.125069801967031768,Posit
30,0.10353,0.103901623629495820,0.103901623629495819,0.103901623629495815,Posit
31,0.335177,0.348319066318707307,0.348319066318707307,0.348319066318707293,Posit
32,0.2995,0.308788396398701424,0.308788396398701423,0.308788396398701426,Posit
33,0.124517,0.125164418099382931,0.125164418099382930,0.125164418099382918,Posit
34,0.37761,0.396644325024835037,0.396644325024835037,0.396644325024835043,Posit
35,0.383653,0.403654595105839227,0.403654595105839227,0.403654595105839231,Posit
36,0.793136,1.015596721471127753,1.015596721471127752,1.015596721471127672,Posit
37,0.0486875,0.048725963927624626,0.048725963927624626,0.048725963927624627,Posit
38,0.717845,0.873261899288074812,0.873261899288074812,0.873261899288074850,Posit
39,0.110256,0.110704770060425057,0.110704770060425057,0.110704770060425062,Posit
40,0.591965,0.672405499358510559,0.672405499358510559,0.672405499358510572,Posit
41,0.720164,0.877357349054914659,0.877357349054914659,0.877357349054914692,Posit
